total_examples,total_malicious,total_benign,total_approval,ASR,DSR,BTSR,FPR,FNR,PCA,TCI,AEQ,escalation_rate,block_precision,block_recall,block_f1
94,50,30,14,26.0,74.0,86.67,13.33,26.0,72.34,100.0,2.45,5.32,78.72,74.0,76.29
