scenario_count,decisions,policy_compliance_accuracy,attack_success_rate,defense_success_rate,best_asr,best_dsr,best_pca
94,"{""ALLOW"": 30, ""ASK_APPROVAL"": 14, ""BLOCK"": 50}",100.0,0.0,100.0,agentshield,agentshield,agentshield
